Bankrupt,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
0,2014,4289,944.8,375.8,1809.7,1169,720.1,912.1,19247.374,4673.3,9634.7,1425.5,1433.9,3728.5,1038,8371.1,4673.3,3112.1,2863.6
1,2001,0.014,0,0.006,-0.72,0,-1.814,0,0.9812,0.022,0.015,4.632,-0.726,0.022,14.905,-41.849,0.022,19.537,0.742
0,2001,290.077,470.257,20.22,153.173,176.036,79.68,33.055,1280.5975,904.133,619.118,9.356,132.953,433.876,107.854,319.249,904.133,154.335,750.96
1,2008,2.781,4.432,0.546,-12.553,1.839,-12.749,0.28,32.3304,4.512,7.645,0.04,-13.099,0.08,2.242,-29.343,4.512,2.282,17.065
0,2002,8.613,40.872,1.564,4.053,0.418,1.244,0.416,0.3496,53.597,34.096,8.625,2.489,12.725,6.188,-8.359,53.597,14.813,49.544
0,2013,535.089,1128.17,88.408,644.666,0,311.372,388.996,9932.535,2142.807,3882.797,1280.663,556.258,1014.637,411.008,1554.496,2142.807,2115.259,1498.141
1,2004,2.309,2.459,0.145,-2.738,0,-3.873,0.802,78.6591,5.171,2.406,0.054,-2.883,2.712,2.439,-54.673,5.171,2.493,7.909
1,2000,14.549,33.56,0.878,2.306,4.962,1.173,7.785,8.1291,40.329,18.365,1.638,1.428,6.769,11.38,-2.801,40.329,14.074,38.023
1,2000,0.641,0.613,0.427,0.551,0,0.125,0.494,26.2686,1.761,5.926,0,0.124,1.148,1.061,0.628,1.761,1.061,1.21
1,2011,0.571,1.065,0.19,-4.12,0,-4.817,0.268,22.7627,1.105,23.166,2.076,-4.31,0.04,14.273,-105.188,1.105,16.349,5.225
0,2006,177.106,316.824,3.759,-29.106,40.107,-61.92,50.06,106.1272,374.752,182.256,0,-32.865,57.928,78.846,-67.202,374.752,81.993,403.858
1,2005,18.69,8.842,0.103,-8.51,0,-8.933,0.135,801.4236,0.332,19.565,0,-8.613,-8.51,0.37,-16.985,0.332,0.37,8.842
1,2003,2.699,6.378,0.791,0.949,0,0.31,0.451,16.6619,10.202,6.874,0.476,0.158,3.824,1.275,-6.18,10.202,1.751,9.253
1,2010,13.34,1.251,1.02,-11.467,0,-12.487,2.025,308.9838,2.812,32.031,0,-12.487,1.561,1.93,-39.953,2.812,1.93,14.279
0,2008,46.509,35.005,6.071,33.332,2.651,14.739,14.589,567.7647,97.051,191.028,0,27.261,62.046,12.526,66.332,97.051,49.222,63.719
0,2015,6526,10777,2034,6712,1929,2421,2047,42659.4256,17489,78318,24688,4678,6712,9129,9880,17489,56175,10777
0,2009,103.682,129.95,8.932,30.616,53.689,16.165,28.45,332.469,218.461,279.821,0,21.684,88.511,31.572,57.968,218.461,40.725,187.845
0,2006,15.504,48.783,1,3.349,4.336,2.059,9.198,36.8025,66.473,22.422,2.9,2.349,17.69,7.927,3.306,66.473,11.193,63.124
0,2000,7124,24076,1173,5695,0,2934,4140,66663.2138,29771,21662,2981,4522,5695,4501,9457,29771,11927,24076
0,2002,285.005,544.438,127.923,311.784,46.657,33.275,76.635,580.5809,856.222,2690.734,1930.574,183.861,311.784,219.38,-222.956,856.222,2252.505,544.438
1,2002,3510,6864,531,122,230,-798,663,629.772,9489,13289,7189,-409,2625,4272,-2663,9489,15325,9367
0,2002,3.5,3.872,0.311,-3.242,0,-4.061,0.005,15.9793,0.63,8.696,2.719,-3.553,-3.242,0.55,-28.591,0.63,3.269,3.872
1,2009,3658.845,2493.659,765.474,1412.498,25.838,-4034.086,1437.907,256.6955,5551.909,18047.101,20303.126,647.024,3058.25,1544.136,-9409.393,5551.909,24891.839,4139.411
0,2007,1070.7,2665.2,48.8,311.9,325.7,169,492.5,2570.1938,3749.7,1814.6,166.7,263.1,1084.5,684.2,511,3749.7,1006.1,3437.8
0,1999,1.261,0.158,0.17,-0.87,0.192,-1.216,0.613,1.2118,0.415,1.499,0.986,-1.04,0.257,1.614,-14.709,0.415,2.6,1.285
0,2017,0.405,0.048,0.016,-1.714,0.01,-9.153,0,26.7762,0.05,0.915,0,-1.73,0.002,7.077,-25.547,0.05,7.077,1.764
0,2008,2.096,16.403,0.298,-0.751,1.867,-1.073,0,9.7944,21.75,16.459,0.026,-1.049,5.347,4.07,-18.393,21.75,4.096,22.501
1,2005,1324.644,3751.737,316.114,702.914,389.771,422.653,221.541,10852.9832,4644.453,6852.006,1382.921,386.8,892.716,1022.923,682.291,4644.453,4670.989,3941.539
0,1999,56.009,65.623,2.109,15.056,38.301,0.921,17.081,46.0474,108.958,137.998,87.809,12.947,43.335,14.124,-10.881,108.958,102.926,93.902
0,2001,190.536,903.447,26.337,98.662,96.267,30.472,78.491,453.072,1002.109,975.91,284.459,72.325,98.662,217.696,205.512,1002.109,686.237,903.447
0,2000,0.017,0.081,0.115,-4.884,0.014,-5.821,0.003,1.033,0.135,0.069,0,-4.999,0.054,1.674,-13.489,0.135,1.674,5.019
0,2000,413.52,836.454,37.5,104.627,117.058,48.462,180.929,578.672,1200.945,723.651,2.599,67.127,364.491,223.395,522.367,1200.945,255.124,1096.318
0,2010,4.817,77.197,5.83,4.825,0.896,-4.525,0,17.6832,89.33,56.463,32.338,-1.005,12.133,14.014,-55.68,89.33,53.006,84.505
1,2005,279.151,292.569,45.363,126.974,96.713,-2.094,102.568,367.7273,582.42,984.861,631.027,81.611,289.851,111.815,-90.376,582.42,875.515,455.446
0,2011,66.648,24.249,1.585,-49.302,0,-44.412,5.043,119.2098,21.434,69.795,0,-50.887,-2.815,19.256,-270.1,21.434,40.203,70.736
0,2003,345.853,76.409,7.3,-69.491,0,-74.497,0.429,365.745,6.918,376.957,150,-76.791,-69.491,19.543,-287.968,6.918,171.043,76.409
0,2012,1.657,4.062,0.758,0.66,0,-0.51,0.653,6.247,9.871,3.158,3.028,-0.098,5.809,1.681,-14.149,9.871,8.296,9.211
0,2009,9.05,3.053,0.433,-7.583,0.565,-8.232,1.447,55.4613,7.364,10.218,0.11,-8.016,4.311,2.735,-120.025,7.364,3.173,14.947
1,2015,118.325,445.66,55.172,-57.297,40.491,-665.388,42.044,123.3567,414.943,392.052,0,-112.469,-30.717,522.007,-549.764,414.943,540.625,472.24
1,2012,815.816,1889.843,316.232,376.585,306.018,-1060.375,256.967,2243.2535,2399.895,5768.42,2397.372,60.353,510.052,554.254,-618.298,2399.895,4757.849,2023.31
1,2007,7.436,15.279,1.34,-5.654,3.267,-9.769,2.348,1.3248,21.799,14.165,4.892,-6.994,6.52,11.041,-63.158,21.799,15.933,27.453
0,2002,3.684,6.793,0.736,3.069,1.325,-0.23,1.257,3.4154,13.844,10.413,0.194,2.333,7.051,6.685,-1.846,13.844,7.21,10.775
0,2003,5.386,2.588,1.4,-7.47,1.286,-9.6,0.972,12.1835,6.478,5.76,0,-8.87,3.89,2.976,-44.432,6.478,2.976,13.948
0,2006,9.958,4.936,0.071,0.705,0.496,-0.294,1.05,62.4202,10.531,11.944,0,0.634,5.595,1.024,-12.875,10.531,1.024,9.826
0,2012,2130.782,2690.031,156.806,413.479,493.649,-64.402,910.16,3795.6035,3913.856,6129.727,1693.512,256.673,1223.825,1175.458,-285.45,3913.856,3973.441,3500.377
0,2000,2657.689,1935.567,579.07,1467.806,343.541,983.026,547.2,4339.0173,4644.187,5767.735,1167.973,888.736,2708.62,1224.109,1762.236,4644.187,2596.068,3176.381
1,2009,8.168,4.424,0.917,-15.548,1.895,-17.205,0.624,22.6312,9.878,10.34,0,-16.465,5.454,4.034,-109.408,9.878,4.078,25.426
0,2007,140.665,130.696,10.326,-14.791,17.748,-31.457,20.019,876.7457,272.676,167.049,0,-25.117,141.98,110.006,-773.302,272.676,148.443,287.467
1,2003,1.414,10.224,1.936,-4.2,0.641,-7.398,0.185,46.1478,6.024,5.067,1.2,-6.136,-4.2,20.08,-101.585,6.024,26.454,10.224
1,2013,9.713,40.433,27.369,16.331,0.886,-9.036,7.916,34.285,72.3,183.082,92,-11.038,31.867,17.795,-426.992,72.3,124.765,55.969
1,2010,58.427,15.062,0.385,-20.947,0,-20.277,0.233,175.4798,0.583,82.031,0,-21.332,-14.479,4.82,-83.982,0.583,6.224,21.53
1,2003,3030,4887,454,614,279,-667,1035,1607.4054,5817,12961,5904,160,930,2576,-1880,5817,10493,5203
1,2002,32.906,17.192,2.631,-5.579,3.145,-6.504,4.379,14.1954,31.44,38.115,0,-8.21,14.248,5.877,-2.966,31.44,5.877,37.019
0,2010,31.655,61.025,3.818,12.799,14.373,4.445,3.361,68.6748,73.824,120.683,28,8.981,12.799,17.854,17.475,73.824,74.373,61.025
1,2003,36.699,19.6,1.475,-19.296,0,-19.326,0,225.0507,0.304,44.483,6.714,-20.771,-19.296,5.608,-92.969,0.304,13.198,19.6
0,2002,98.566,106.078,4.532,26.932,54.514,15.226,28.407,177.8924,172.112,336.332,49.23,22.4,66.034,29.331,58.007,172.112,90.955,145.18
0,2008,3.242,4.553,0.092,2.864,0.223,-2.401,1.052,7.3766,9.041,17.278,5.625,2.772,4.488,2.691,-14.861,9.041,8.316,6.177
0,2008,17042.559,10427.193,1838.829,8315.924,2775.849,4880.719,5465.66,82853.3492,29527.552,42419.204,8713.327,6477.095,19100.359,11591.908,12661.544,29527.552,24939.653,21211.628
1,2005,1.575,2.671,0.407,-0.632,0,-2.608,0.562,3.0115,7.032,8.5,3.849,-1.039,4.361,1.16,-103.177,7.032,5.009,7.664
1,2005,105.863,19.103,7.36,1.657,9.419,5.968,18.351,230.096,87.794,222.691,0,-5.703,68.691,20.866,-40.157,87.794,41.297,86.137
1,1999,14.034,32.724,0.647,-0.076,8.51,-1.19,4.796,14.2,38.335,18.789,3.575,-0.723,5.611,3.553,5.248,38.335,7.128,38.411
0,2016,122.131,302.493,3.714,71.67,75.097,37.573,26.017,573.0838,421.253,436.139,18.69,67.956,118.76,142.782,42.849,421.253,187.458,349.583
0,2005,15.494,75.787,4.359,13.041,1.588,4.391,3.129,119.4507,102.354,67.598,15.93,8.682,26.567,10.095,-2.053,102.354,30.419,89.313
0,2014,84.601,0,0.03,-7.55,0,-3.342,0,171.0592,2.948,84.798,0,-7.58,2.948,2.338,-109.88,2.948,2.338,10.498
0,2012,235.427,429.164,12.47,34.947,34.034,64.707,129.103,614.1808,662.637,642.376,225.426,22.477,233.473,108.269,-85.084,662.637,348.967,627.69
1,2008,15.416,92.903,6.685,-72.366,0,-107.365,3.296,7.1265,28.963,160.201,3.05,-79.051,-63.94,127.313,-116.396,28.963,132.578,101.329
0,2011,1040.547,1708.187,156.824,246.208,72.66,41.056,389.156,1862.1997,2141.942,3928.134,998.518,89.384,433.755,401.526,1504.721,2141.942,2120.071,1895.734
1,2004,12.14,33.585,1.141,-0.279,9.591,-4.101,1.093,8.2759,45.881,20.406,1.024,-1.42,12.296,14.494,-5.909,45.881,16.382,46.16
1,2007,7.613,13.351,4.446,1.547,0.293,-0.789,4.082,196.128,28.353,201.469,33.5,-2.899,15.002,10.99,-15.81,28.353,85.012,26.806
1,2008,48.71,389.427,88.341,-242.126,1.246,-332.89,20.237,4.5846,158.777,357.597,0,-330.467,-230.65,251.991,-326.78,158.777,260.109,400.903
0,2010,584.973,1068.976,45.011,197.056,194.402,93.237,142.901,1781.9802,1691.157,885.622,223.578,152.045,622.181,368.283,244.415,1691.157,609.812,1494.101
1,2014,8.353,1.434,0.631,-4.875,0.357,-9.227,2.252,43.8546,11.149,8.856,1.651,-5.506,9.715,7.032,-226.477,11.149,9.106,16.024
1,2005,5.873,17.455,0.738,1.721,2.555,-0.333,1.832,5.832,26.563,12.654,2.468,0.983,9.108,6.633,-29.44,26.563,9.35,24.842
1,2007,53.984,30.196,91.718,113.692,1.682,6.572,36.305,169.2659,160.9,774.505,260,21.974,130.704,51.722,12.654,160.9,339.729,47.208
1,2003,12.768,0.283,0.484,-3.419,0,-5.293,0.376,11.258,2.584,12.803,0,-3.903,2.301,1.168,-222.128,2.584,1.168,6.003
1,2010,17.022,37.174,0.134,1.069,8.6,0.19,7.717,24.3934,45.704,18.949,0.565,0.935,8.53,2.935,-0.916,45.704,3.5,44.635
0,2007,1374.357,3755.973,237.879,1342.876,95.234,339.939,881.967,10264.716,6704.907,8565.693,3377.212,1104.997,2948.934,1288.297,2083.023,6704.907,5241.451,5362.031
1,2003,80.279,150.214,6.985,13.887,28.551,2.729,34.336,92.7533,192.549,133.243,0,6.902,42.335,17.35,100.648,192.549,23.707,178.662
0,2004,346.881,139.166,11.8,38.162,0,-1.352,37.439,320.9804,389.334,390.673,316.8,26.362,250.168,245.729,-10673.598,389.334,563.706,351.172
1,2000,105.371,323.814,8.26,32.18,67.567,14.607,28.499,341.8125,484.408,174.02,1.659,23.92,160.594,63.045,32.571,484.408,68.05,452.228
1,2012,1142.885,1428.583,657.83,1098.765,14.847,141.571,445.506,3113.7797,2730.965,9790.731,4301.083,440.935,1302.382,1170.454,-2851.048,2730.965,5928.276,1632.2
0,2003,874.839,520.203,61.794,122.837,173.577,-89.639,138.097,1721.4417,864.443,1821.852,579.379,61.043,344.24,211.733,248.607,864.443,809.613,741.606
1,2001,734.623,1327.267,59.883,213.93,187.516,8,218.188,294.2029,1855.543,1829.904,990.77,154.047,528.276,358.45,153.141,1855.543,1558.591,1641.613
1,2003,371.3,583.6,21.7,27.1,132.3,-191.7,96.5,145.2161,739.7,711.5,163.5,5.4,156.1,354.1,-358.7,739.7,745.4,712.6
0,2002,1.83,8.263,0.652,0.694,0,0.89,0.947,3.2656,12.225,3.215,0,0.042,3.962,0.794,-25.822,12.225,0.794,11.531
0,2007,23.78,70.06,2.948,5.163,7.865,1.682,8.587,54.5973,100.527,60.506,0.029,2.215,30.467,8.364,-7.868,100.527,8.393,95.364
0,2000,25.1,290.661,3.192,7.222,0,2.101,20.66,22.9817,322.466,61.112,1.508,4.03,31.805,21.369,29.466,322.466,26.195,315.244
0,2010,5.775,4.487,0.026,-3.998,0,-4.006,0.134,19.2011,0.489,5.831,0,-4.024,-3.998,0.299,-31.711,0.489,0.313,4.487
0,2001,15.126,0.388,1.052,-15.421,0,-17.431,1.445,8.1995,8.646,17.425,0,-16.473,8.258,4.191,-41.434,8.646,5.074,24.067
1,2004,690.3,909.7,63.2,184.3,152,49.5,229,1583.9374,2388.5,2442.7,637.7,121.1,1478.8,892.3,1241,2388.5,1979.6,2204.2
1,2008,205.189,354.348,45.264,249.207,0,-969.819,170.801,43.1557,863.121,2432.97,2206.422,203.943,508.773,99.048,-2394.152,863.121,2731.918,613.914
1,2010,12.066,2.614,3.937,-4.88,0,-7.505,2.056,150.1181,8.357,47.806,0.134,-8.817,5.743,5.178,-25.887,8.357,19.45,13.237
0,2009,117.327,449.021,13.276,72.214,0,32.486,62.606,317.2675,542.002,391.348,107.401,58.938,92.981,71.768,124.91,542.002,203.789,469.788
0,2007,28.096,7.676,11.567,43.828,0,9.064,5.85,519.7697,105.152,276.346,112.818,32.261,97.476,40.882,-36.205,105.152,174.339,61.324
1,2000,2.035,0.908,0.023,-0.912,0.904,-0.889,0.349,31.6912,1.73,2.154,0,-0.935,0.822,0.848,-19.712,1.73,0.938,2.642
1,2013,54.975,18.113,32.917,58.034,0,51.277,21.65,0.024,87.755,589.715,312.994,25.117,69.642,54.039,-176.709,87.755,414.171,29.721
0,2014,1.218,0.435,0.005,-1.427,0.046,-2.012,0.349,53.1573,1.496,1.222,0,-1.432,1.061,0.554,-4.532,1.496,0.554,2.923
0,2004,1122.721,3199.877,80,375.718,853.112,169.902,31.154,4199.0405,4239.99,1735.999,50,295.718,1040.113,711.561,351.457,4239.99,970.43,3864.272
0,2017,152.491,485.859,61.291,153.206,84.298,65.077,19.312,1458.9807,1444.497,471.834,0,91.915,958.638,306.389,88.768,1444.497,382.678,1291.291
0,1999,9.111,65.953,30.875,22.05,6.887,-81.863,0.377,4.9343,104.424,100.381,0,-8.825,38.471,105.941,-109.6,104.424,105.983,82.374
1,2003,256.646,258.816,21.19,115.711,0,58.858,9.398,2133.8471,522.856,363.27,0,94.521,264.04,202.337,217.137,522.856,217.146,407.145
1,2011,333.181,374.167,22.216,55.041,53.43,21.454,70.556,393.701,451.18,631.492,79.663,32.825,77.013,72.251,174.961,451.18,219.241,396.139
0,2000,185.239,225.068,39.215,48.381,0,10.832,4.499,1567.2648,327.977,562.328,0,9.166,102.909,78.133,15.031,327.977,78.133,279.596
0,2012,115.068,331.083,9.762,13.309,65.774,1.809,42.138,207.8204,363.303,208.552,11.475,3.547,32.22,36.003,81.404,363.303,59.052,349.994
0,1999,98.708,77.574,19.164,64.241,35.061,19.842,40.889,389.5808,257.872,239.35,18.541,45.077,180.298,39.461,125.286,257.872,61.513,193.631
1,2004,2.455,0.142,0.005,-0.378,0,-0.383,0.013,42.4521,0.008,3.341,0,-0.383,-0.134,0.324,-6.616,0.008,0.408,0.386
1,2005,2317,8031,1870,3958,518,876,1498,16158.6656,11989,31841,8155,2088,3958,5453,2139,11989,22469,8031
0,2000,90.938,206.608,42.575,132.92,0,47.254,70.937,1557.9525,352.025,1473.928,586.249,90.345,145.417,27.781,-11.864,352.025,738.227,219.105
1,2012,207.513,2976.575,163.624,-2336.034,21.454,-2352.606,64.149,495.0488,709.038,1381.788,2063.206,-2499.658,-2267.537,167.791,-1836.486,709.038,2514.585,3045.072
0,2013,87.862,44.4,2.4,7.273,41.227,4.04,18.18,90.8526,71.55,119.461,10.1,4.873,27.15,9.697,28.716,71.55,31.115,64.277
1,2003,51.315,233.828,3.608,-1.679,0,-12.259,40.783,4.7091,307.138,106.489,4.602,-5.287,73.31,71.734,-115.438,307.138,84.039,308.817
1,2015,2.067,0.212,0.547,-2.618,0.011,-3.86,0.105,9.6446,0.521,8.142,0,-3.165,0.309,0.612,-19.111,0.521,0.612,3.139
1,2007,273.776,310.54,24.74,13.338,39.407,-13.743,125.877,175.1575,457.227,445.653,112.667,-11.402,146.687,220.991,-402.683,457.227,357.919,443.889
1,1999,3.277,10.874,0.599,-0.816,0.099,1.557,0.652,6.4492,12.865,24.344,1.882,-1.415,1.991,9.602,-27.324,12.865,11.484,13.681
1,2013,94.963,2.689,1.165,-30.366,2.415,-33.218,3.017,138.8138,2.665,114.079,23.21,-31.531,-0.024,17.813,-112.454,2.665,46.945,33.031
0,2000,149.7,295.139,11.345,15.605,110.572,-25.188,26.263,0.85,415.705,337.117,0,4.26,120.566,239.68,-26.399,415.705,243.032,400.1
0,2016,1823.7,5064,216.6,541.3,1113.9,-7.8,442,3207.5838,5882.5,4036,1816.6,324.7,818.5,865.3,-3107,5882.5,3924,5341.2
0,2002,68.552,88.188,11.312,40.299,34.908,14.361,22.348,613.0832,167.296,312.251,76.25,28.987,79.108,28.348,5.426,167.296,105.388,126.997
1,2001,17.259,43.459,46.87,67.494,0,11.974,13.753,202.8761,145.927,242.777,25.408,20.624,102.468,21.474,-16.397,145.927,77.91,78.433
1,2010,111.988,75.765,149.562,138.553,0,-39.716,79.014,375.1643,254.705,413.267,209.418,-11.009,178.94,100.501,-42.146,254.705,309.919,116.152
1,2004,11.577,1.07,0.046,-1.244,0.74,8.413,0.26,27.8908,1.631,11.741,0,-1.29,0.561,0.57,-12.073,1.631,0.621,2.875
0,2007,19.13,8.493,0.309,3.751,0,3.991,2.245,63.5936,23.618,20.643,0,3.442,15.125,4.616,-19.694,23.618,4.656,19.867
0,2014,20.329,15.92,1.5,17.156,0,7.82,17.465,203.329,57.928,35.761,2.316,15.656,42.008,18.148,9.563,57.928,20.717,40.772
0,2007,66.302,58.841,115.629,245.71,0,78.67,42.01,1317.8415,355.46,956.636,80,130.081,296.619,47.377,97.27,355.46,354.138,109.75
1,2005,278.763,566.972,23.296,85.252,158.892,0.061,71.817,835.1279,1015.729,1130.375,283.629,61.956,448.757,243.996,200.845,1015.729,576.642,930.477
1,2000,16.44,565.958,27.668,104.982,5.085,41.983,3.631,294.3745,705.795,556.061,192,77.314,139.837,48.072,251.148,705.795,273.632,600.813
0,2006,5.803,0.818,0.197,-3.708,0.009,-2.008,0.985,29.8576,1.948,10.234,0,-3.905,1.13,1.334,-26.331,1.948,1.711,5.656
0,2002,1626.648,1584.959,147.843,519.321,75.493,166.624,773.017,1166.6112,2104.28,5730.858,1620.169,371.478,519.321,1720.708,502.29,2104.28,4365.246,1584.959
1,1999,19.014,13.851,7.707,-12.006,1.842,-21.834,3.544,178.6883,29.023,44.773,0,-19.713,15.172,6.434,-63.74,29.023,7.017,41.029
0,2007,880.771,976.846,37.399,413.725,504.592,232.622,236.331,6027.4708,2061.819,1163.061,0,376.326,1084.973,137.791,1008.443,2061.819,152.9,1648.094
0,2003,16.191,179.542,4.063,6.298,0,-0.923,9.379,43.3817,206.108,85.619,18.535,2.235,26.566,28.133,-6.775,206.108,48.613,199.81
0,2006,3212,3243,2442,6938,0,2846,1393,29785.4653,10578,35063,5568,4496,7335,4645,10558,10578,17621,3640
0,2008,589.5,1045,51.3,98.1,385.1,9,178.6,570.85,1316.9,1358.7,637.7,46.8,271.9,204.4,-744.4,1316.9,1040.8,1218.8
1,2004,42.104,16.563,0.213,-16.288,0,-16.055,0.013,261.9834,0.275,42.644,0,-16.501,-16.288,6.069,-131.765,0.275,6.429,16.563
0,2000,2.336,1.629,0.164,-2.142,0,-4.892,1.021,9.025,4.379,4.348,3.894,-2.306,2.75,3.361,-36.449,4.379,8.093,6.521
1,2010,32.822,118.653,6.673,1.583,16.45,-5.067,13.938,9.5412,141,62.894,6.169,-5.09,22.347,42.38,-114.987,141,53.855,139.417
0,2002,304.671,781.241,126.669,231.167,24.321,-599.423,219.177,533.2619,1587.564,1835.62,1727.677,104.498,806.323,552.951,-3413.64,1587.564,2394.953,1356.397
1,2000,32.368,73.659,8.017,17.056,8.185,10.841,20.214,37.0743,109.781,145.208,73.355,9.039,36.122,23.046,20.863,109.781,99.631,92.725
1,1999,75.585,102.926,13.991,25.084,3.432,-2.869,5.042,25.1111,158.173,288.99,223.766,11.093,55.247,32.26,17.342,158.173,261.312,133.089
0,2007,7.179,4.688,0.249,-26.559,1.437,-28.006,0.373,44.1431,5.712,11.938,1.724,-26.808,1.024,3.789,-116.247,5.712,5.513,32.271
0,2017,383.088,862.903,13.39,48.205,40.694,16.43,255.402,542.1717,1138.361,649.638,128.398,34.815,275.458,217.253,105.213,1138.361,365.093,1090.156
0,2018,27.037,26.846,0.998,7.757,12.835,5.426,8.025,66.6136,54.587,34.956,0,6.759,27.741,6.632,27.433,54.587,7.389,46.83
1,2004,152.143,412.209,12.669,40.392,20.085,-10.539,78.633,225.0685,500.589,449.159,200.777,27.723,88.38,62.496,4.306,500.589,280.31,460.197
1,2007,63.376,110.78,2.958,-7.623,54.566,-16.294,4.916,10.1145,152.571,80.438,1.043,-10.581,41.791,42.643,-5.425,152.571,55.398,160.194
1,2016,6.608,2.583,0.003,-1.956,0,-1.61,1.808,8.3288,0.627,6.659,0,-1.959,-1.956,0.424,1.467,0.627,0.424,2.583
1,2011,678.008,428.761,366.608,220.822,8.345,22.596,287.924,2264.5777,754.201,3791.587,1887.828,-145.786,325.44,287.399,-1615.467,754.201,2233.255,533.379
0,2007,42.883,48.957,1.934,-14.218,0,-16.007,2.706,97.4848,34.739,51.056,0,-16.152,-14.218,24.991,-179.737,34.739,26.033,48.957
0,2017,8.152,4.428,0.591,-2.671,0,-4.513,3.067,25.4748,5.062,15.349,0,-3.262,0.634,3.821,-5.819,5.062,3.821,7.733
1,2005,8.336,14.684,1.366,-13.651,3.743,-15.368,3.197,42.0887,24.551,23.659,0.01,-15.017,9.867,11.869,-89.327,24.551,11.979,38.202
1,2006,290.803,175.394,14.848,42.705,72.703,21.743,60.301,405.9141,313.609,411.405,0,27.857,138.215,43.303,27.124,313.609,68.332,270.904
0,2013,568.106,364.581,27.21,110.726,197.728,50.971,90.017,1789.1918,706.329,953.613,0,83.516,341.748,103.205,633.375,706.329,112.334,595.603
1,2000,17.828,7.544,1.035,-21.511,3.208,-24.185,4.47,76.6058,9.505,20.243,0,-22.546,1.961,4.916,-72.429,9.505,4.916,31.016
0,2004,144.352,101.843,4.093,12.42,72.038,3.934,28.241,124.6223,150.131,196.318,6.44,8.327,48.288,60.456,101.816,150.131,67.273,137.711
1,2007,149.01,258.652,0.637,12.313,43.55,6.206,45.429,175.3387,320.796,156.367,0,11.676,62.144,114.129,-73.753,320.796,125.788,308.483
0,2003,0.272,0.287,0.003,-1.33,0.114,-2.776,0.128,1.897,0.176,0.281,0.271,-1.333,-0.111,7.935,-13.438,0.176,8.206,1.506
0,2000,141.299,143.617,16.369,3.263,5.417,-10.072,4.552,293.566,221.625,752.615,343.42,-13.106,78.008,235.692,-29.645,221.625,579.112,218.362
1,2003,0.706,1.53,0.615,0.746,0,-1.948,0.453,11.3732,3.148,16.47,3.023,0.131,1.618,2.371,1.477,3.148,12.595,2.402
1,1999,127.023,9.546,1.698,-15.49,15.978,-16.579,10.122,845.1004,17.756,131.013,0.202,-17.188,8.21,22.548,-101.403,17.756,22.75,33.246
0,2018,193.891,1361.553,100.943,340.038,0,157.981,131.178,6407.7063,1903.182,2524.306,1036.87,239.095,541.629,483.785,130.769,1903.182,1744.829,1563.144
1,2006,289.052,581.888,24.935,118.733,177.319,18.046,67.75,698.6483,1043.152,1110.879,293.139,93.798,461.264,254.949,221.962,1043.152,598.334,924.419
0,2001,25.105,24.326,17.356,-24.278,0,-56.34,5.808,16.9538,56.131,84.417,0.249,-41.634,31.805,21.407,-278.273,56.131,22.357,80.409
0,2000,269.787,215.276,18.862,36.199,33.385,326.237,47.387,136.7145,304.065,374.128,51.334,17.337,88.789,177.939,77.841,304.065,239.217,267.866
1,2014,1003.7,2875.9,1386.4,1969.8,63.7,-39.5,635.5,4967.896,5829.5,12713.4,7957.7,583.4,2953.6,2043,12.1,5829.5,12488.6,3859.7
0,2010,164.205,187.348,294.1,440.264,0,117.892,106.34,1330.8504,680.902,1424.094,450,146.164,493.554,241.636,68.38,680.902,1002.351,240.638
0,2000,69.565,136.572,14.976,34.439,31.864,5.77,29.602,46.4852,202.329,215.385,96.661,19.463,65.757,33.089,21.7,202.329,143.396,167.89
0,2001,94.121,620.532,37.147,85.508,33.563,26.92,13.519,410.2254,746.642,690.171,175,48.361,126.11,100.138,87.852,746.642,296.5,661.134
0,2008,853.314,2539.502,143.964,420.853,392.335,131.627,266.88,1818.0231,3120.992,2163.579,726.036,276.889,581.49,570.871,421.871,3120.992,1639.001,2700.139
1,2006,183.329,44.171,58.896,-123.394,3.936,-128.603,2.693,134.071,15.611,568.645,155.368,-182.29,-28.56,76.036,-2320.292,15.611,2172,139.005
1,2006,17.043,11.608,0.205,-11.549,0,-11.177,0,50.4832,0.059,17.436,0,-11.754,-11.549,2.441,-74.458,0.059,2.457,11.608
0,2001,243.66,264.223,50.797,125.026,107.746,26.565,74.093,1123.7028,498.855,818.067,312.524,74.229,234.632,70.063,175.52,498.855,458.887,373.829
1,2005,32.086,204.825,3.517,-35.658,0,-49.844,20.545,87.2742,256.662,87.356,2.829,-39.175,51.837,68.536,-300.524,256.662,76.927,292.32
0,2005,28.49,42.392,4.089,8.488,0,2.506,17.38,76.8315,79.177,63.635,5.765,4.399,36.785,23.939,11.775,79.177,36.106,70.689
1,2003,11.259,12.443,0.482,-2.18,6.112,-3.92,3.029,1.2442,14.973,11.78,3.335,-2.662,2.53,4.702,-29.096,14.973,8.037,17.153
0,2006,12.741,15.145,0.832,-2.253,5.205,-2.962,3.265,31.2499,21.151,17.901,0,-3.085,6.006,2.938,-22.301,21.151,3.054,23.404
0,2011,0.007,0.553,0,-0.531,0,-0.531,0,0.0005,0.022,0.007,0,-0.531,-0.531,0.515,-0.532,0.022,0.515,0.553
